recall-discovery	agent-system	agent-system	PASS	AGENTS/copilot/instructions/memory/e2e profiles	规则发现链和 e2e 配置入口存在	.github/task-runs/2026-07-22-functional-aggregate-rv64-memory-ownership-revtag-v9l/evidence/recall-discovery.log	discovery	e2e_agent_system_discovery
tool-env-check	agent-system	toolchain	PASS	agent-env + bash/git/make/python/gcc/verilator/toolchain	非交互软环境、hard requirements 与 optional tools 可见	.github/task-runs/2026-07-22-functional-aggregate-rv64-memory-ownership-revtag-v9l/evidence/tool-env-check.log	discovery	e2e_toolchain_check
npc-sim-status	hardware-flow	hardware-flow	PASS	npc/sim Kconfig 与 backend mk	当前 npc/sim 后端状态	.github/task-runs/2026-07-22-functional-aggregate-rv64-memory-ownership-revtag-v9l/evidence/npc-sim-status.log	discovery	e2e_hardware_flow_npc_sim_status
abstract-machine-contract	abstract-machine	abstract-machine	PASS	AM Makefile/scripts/include/memory	AM 平台合约入口存在	.github/task-runs/2026-07-22-functional-aggregate-rv64-memory-ownership-revtag-v9l/evidence/abstract-machine-contract.log	abstract-machine	e2e_abstract_machine_contract
am-kernels-contract	am-kernels	am-kernels	PASS	cpu-tests/am-tests/klib-tests/benchmarks	测试与 benchmark 合约入口存在	.github/task-runs/2026-07-22-functional-aggregate-rv64-memory-ownership-revtag-v9l/evidence/am-kernels-contract.log	am-kernels	e2e_am_kernels_contract
