recall-discovery	agent-system	agent-system	PASS	AGENTS/copilot/instructions/memory/e2e profiles	规则发现链和 e2e 配置入口存在	.github/task-runs/2026-06-06-modular-e2e-quick-bootstrap-2/evidence/recall-discovery.log
tool-env-check	agent-system	toolchain	PASS	bash/git/make/python/gcc/verilator/toolchain	hard requirements 与 optional tools 可见	.github/task-runs/2026-06-06-modular-e2e-quick-bootstrap-2/evidence/tool-env-check.log
npc-sim-status	hardware-flow	hardware-flow	PASS	npc/sim Kconfig 与 backend mk	当前 npc/sim 后端状态	.github/task-runs/2026-06-06-modular-e2e-quick-bootstrap-2/evidence/npc-sim-status.log
nemu-add-smoke	nemu	nemu	SKIP	当前 NEMU AM-compatible 配置 + cpu-tests add	NEMU reference 最小 smoke PASS 或配置边界 SKIP	.github/task-runs/2026-06-06-modular-e2e-quick-bootstrap-2/evidence/nemu-add-smoke.log
