recall-discovery	agent-system	agent-system	PASS	AGENTS/copilot/instructions/memory/e2e profiles	规则发现链和 e2e 配置入口存在	.github/task-runs/2026-07-08-2026-07-08-iverilog14-tb-gate-restore-3/evidence/recall-discovery.log
tool-env-check	agent-system	toolchain	PASS	agent-env + bash/git/make/python/gcc/verilator/toolchain	非交互软环境、hard requirements 与 optional tools 可见	.github/task-runs/2026-07-08-2026-07-08-iverilog14-tb-gate-restore-3/evidence/tool-env-check.log
npc-sim-status	hardware-flow	hardware-flow	PASS	npc/sim Kconfig 与 backend mk	当前 npc/sim 后端状态	.github/task-runs/2026-07-08-2026-07-08-iverilog14-tb-gate-restore-3/evidence/npc-sim-status.log
abstract-machine-contract	abstract-machine	abstract-machine	PASS	AM Makefile/scripts/include/memory	AM 平台合约入口存在	.github/task-runs/2026-07-08-2026-07-08-iverilog14-tb-gate-restore-3/evidence/abstract-machine-contract.log
am-kernels-contract	am-kernels	am-kernels	PASS	cpu-tests/am-tests/klib-tests/benchmarks	测试与 benchmark 合约入口存在	.github/task-runs/2026-07-08-2026-07-08-iverilog14-tb-gate-restore-3/evidence/am-kernels-contract.log
