recall-discovery	agent-system	agent-system	PASS	AGENTS/copilot/instructions/memory/e2e profiles	规则发现链和 e2e 配置入口存在	.github/task-runs/2026-07-17-rv64-ppa-workflow-verilator-contract/evidence/recall-discovery.log
tool-env-check	agent-system	toolchain	PASS	agent-env + bash/git/make/python/gcc/verilator/toolchain	非交互软环境、hard requirements 与 optional tools 可见	.github/task-runs/2026-07-17-rv64-ppa-workflow-verilator-contract/evidence/tool-env-check.log
npc-sim-status	hardware-flow	hardware-flow	PASS	npc/sim Kconfig 与 backend mk	当前 npc/sim 后端状态	.github/task-runs/2026-07-17-rv64-ppa-workflow-verilator-contract/evidence/npc-sim-status.log
npc-rv64-contract	npc	npc	PASS	npc/rv64 + Linux README	RV64 core/Linux 入口合约存在	.github/task-runs/2026-07-17-rv64-ppa-workflow-verilator-contract/evidence/npc-rv64-contract.log
npc-rv64-sv39-sret-u-mode	npc	npc	FAIL	npc/rv64 Sv39 + SRET U-mode + U pagefault focused TB	exit=1	.github/task-runs/2026-07-17-rv64-ppa-workflow-verilator-contract/evidence/npc-rv64-sv39-sret-u-mode.log
