boot_seconds	guest_check_seconds	poweroff_seconds	total_seconds	soak_seconds	fs_stress_mib	fs_tree_files	process_loops	uart_rx_stress_lines	block_parallel_jobs	block_job_mib	net_tcp_burst_loops	input_chunk_bytes	input_chunk_delay	max_cycles	rootfs_overlay
131	496	12	639	0	1	8	4	64	1	1	8	8	0	50000000000	/home/lyg/PA/ysyx-workbench/.github/task-runs/2026-06-10-nemu-virtio-net-speed-duplex-focused-2/nemu-ubuntu-focused/rootfs-overlay.raw
