recall-discovery	agent-system	agent-system	PASS	AGENTS/copilot/instructions/memory/e2e profiles	规则发现链和 e2e 配置入口存在	.github/task-runs/2026-07-23-ownership-rv64-memory-functional-aggregate-revtag-v9l-2/evidence/recall-discovery.log	discovery	e2e_agent_system_discovery
tool-env-check	agent-system	toolchain	PASS	agent-env + bash/git/make/python/gcc/verilator/toolchain	非交互软环境、hard requirements 与 optional tools 可见	.github/task-runs/2026-07-23-ownership-rv64-memory-functional-aggregate-revtag-v9l-2/evidence/tool-env-check.log	discovery	e2e_toolchain_check
npc-sim-status	hardware-flow	hardware-flow	PASS	npc/sim Kconfig 与 backend mk	当前 npc/sim 后端状态	.github/task-runs/2026-07-23-ownership-rv64-memory-functional-aggregate-revtag-v9l-2/evidence/npc-sim-status.log	discovery	e2e_hardware_flow_npc_sim_status
abstract-machine-contract	abstract-machine	abstract-machine	PASS	AM Makefile/scripts/include/memory	AM 平台合约入口存在	.github/task-runs/2026-07-23-ownership-rv64-memory-functional-aggregate-revtag-v9l-2/evidence/abstract-machine-contract.log	abstract-machine	e2e_abstract_machine_contract
nemu-config-probe	nemu	nemu	PASS	nemu Kconfig/configs/device filelist	NEMU 当前配置和参考入口可见	.github/task-runs/2026-07-23-ownership-rv64-memory-functional-aggregate-revtag-v9l-2/evidence/nemu-config-probe.log	nemu	e2e_nemu_config_probe
nemu-reference-config-contract	nemu	nemu	PASS	NEMU build target/ISA + reference smoke profile binding	host-native RISC-V 接受且 AM/SHARE/非 RISC-V/缺失配置 fail closed	.github/task-runs/2026-07-23-ownership-rv64-memory-functional-aggregate-revtag-v9l-2/evidence/nemu-reference-config-contract.log	nemu	e2e_nemu_reference_config_contract
nemu-add-smoke	nemu	nemu	PASS	当前 NEMU host-native reference 配置 + cpu-tests add	NEMU reference 最小 smoke PASS 或配置边界 SKIP	.github/task-runs/2026-07-23-ownership-rv64-memory-functional-aggregate-revtag-v9l-2/evidence/nemu-add-smoke.log	nemu	e2e_nemu_native_add_smoke
difftest-contract	difftest	difftest	PASS	NEMU spike-diff + npc/sim difftest-ref	DiffTest 合约入口存在	.github/task-runs/2026-07-23-ownership-rv64-memory-functional-aggregate-revtag-v9l-2/evidence/difftest-contract.log	difftest	e2e_difftest_contract
