boot_seconds	guest_check_seconds	poweroff_seconds	total_seconds	soak_seconds	fs_stress_mib	fs_tree_files	process_loops	uart_rx_stress_lines	block_parallel_jobs	block_job_mib	net_tcp_burst_loops	net_backend	net_tap	input_chunk_bytes	input_chunk_delay	cron_job_timeout	anacron_timeout	calendar_timer_timeout	locale_gen_timeout	timedatectl_timeout	networkd_dhcp_timeout	networkd_wait_online_timeout	timesyncd_ntp_timeout	resolved_dns_timeout	oomd_pressure_timeout	max_cycles	rootfs_overlay
69	3095	8	3173	0	1	8	4	64	1	1	8	hostless	none	64	0	180	120	90	600	120	90	90	120	90	180	240000000000	/home/lyg/PA/ysyx-workbench/.github/task-runs/2026-06-25-nemu-full-systemd-analyze-boot-full-gate/nemu-ubuntu-full-focused/rootfs-overlay.raw
