boot_seconds	guest_check_seconds	poweroff_seconds	total_seconds	soak_seconds	fs_stress_mib	fs_tree_files	process_loops	uart_rx_stress_lines	block_parallel_jobs	block_job_mib	net_tcp_burst_loops	input_chunk_bytes	input_chunk_delay	max_cycles	rootfs_overlay
143	1120	16	1279	300	32	256	128	1024	4	4	8	8	0	60000000000	/home/lyg/PA/ysyx-workbench/.github/task-runs/2026-06-12-nemu-full-soak-after-db-recall-fix/nemu-ubuntu-full-soak/rootfs-overlay.raw
