recall-discovery	agent-system	agent-system	PASS	AGENTS/copilot/instructions/memory/e2e profiles	规则发现链和 e2e 配置入口存在	.github/task-runs/2026-07-07-agent-e2e-yosys-sta/evidence/recall-discovery.log
tool-env-check	agent-system	toolchain	FAIL	agent-env + bash/git/make/python/gcc/verilator/toolchain	exit=1	.github/task-runs/2026-07-07-agent-e2e-yosys-sta/evidence/tool-env-check.log
npc-sim-status	hardware-flow	hardware-flow	PASS	npc/sim Kconfig 与 backend mk	当前 npc/sim 后端状态	.github/task-runs/2026-07-07-agent-e2e-yosys-sta/evidence/npc-sim-status.log
npc-sim-contract	npc	npc	PASS	npc/sim + backends	NPC 统一仿真入口合约存在	.github/task-runs/2026-07-07-agent-e2e-yosys-sta/evidence/npc-sim-contract.log
npc-single-contract	npc	npc	PASS	npc/single Makefile/Kconfig/vsrc/csrc	NPC single 后端合约入口存在	.github/task-runs/2026-07-07-agent-e2e-yosys-sta/evidence/npc-single-contract.log
yosys-sta-contract	yosys-sta	yosys-sta	PASS	yosys-sta Makefile/tools/memory	综合/STA 合约入口和工具状态可见	.github/task-runs/2026-07-07-agent-e2e-yosys-sta/evidence/yosys-sta-contract.log
