boot_seconds	guest_check_seconds	poweroff_seconds	total_seconds	soak_seconds	fs_stress_mib	fs_tree_files	process_loops	uart_rx_stress_lines	block_parallel_jobs	block_job_mib	net_tcp_burst_loops	input_chunk_bytes	input_chunk_delay	cron_job_timeout	anacron_timeout	calendar_timer_timeout	locale_gen_timeout	oomd_pressure_timeout	max_cycles	rootfs_overlay
54	3634	8	3696	600	64	512	256	2048	4	8	8	64	0	180	120	90	600	180	450000000000	/home/lyg/PA/ysyx-workbench/.github/task-runs/2026-06-24-2026-06-24-nemu-full-extended-soak-current-runtime/nemu-ubuntu-full-soak/rootfs-overlay.raw
